#,organization,description,stars,forks,language,created_at,updated_at,archived,size_kb,has_issues,open_issues,default_branch,clone_url,html_url,repository_category_claude,repository_category
197,matter-labs,Fork of Foundry tailored for zkSync environment,355,158,Rust,2023-01-26T11:50:43Z,2025-09-24T15:23:01Z,FALSE,60171,TRUE,68,main,https://github.com/matter-labs/foundry-zksync.git,https://github.com/matter-labs/foundry-zksync,Development Framework,Development Platform / Framework
198,matter-labs,zkSync Era Documentation,969,776,JavaScript,2021-10-08T08:27:31Z,2025-09-25T21:57:00Z,TRUE,50873,TRUE,4,main,https://github.com/matter-labs/zksync-web-era-docs.git,https://github.com/matter-labs/zksync-web-era-docs,Documentation,Documentation
199,matter-labs,zkSync Lite documentation,763,469,Shell,2020-04-09T08:11:13Z,2025-07-13T10:08:14Z,FALSE,70840,TRUE,24,master,https://github.com/matter-labs/zksync-lite-docs.git,https://github.com/matter-labs/zksync-lite-docs,Documentation,Documentation
200,matter-labs,A curated list of awesome things related to learning Zero-Knowledge Proofs (ZKP).,5637,891,,2018-11-10T05:14:37Z,2025-10-02T13:57:42Z,FALSE,192,TRUE,21,master,https://github.com/matter-labs/awesome-zero-knowledge-proofs.git,https://github.com/matter-labs/awesome-zero-knowledge-proofs,Educational Resource,Metadata Repository
201,matter-labs,Introduction to layer two and zkSync,353,1011,TypeScript,2023-02-02T16:16:36Z,2025-06-17T11:08:40Z,FALSE,2176,FALSE,111,main,https://github.com/matter-labs/l2-intro-pre-ethdenver.git,https://github.com/matter-labs/l2-intro-pre-ethdenver,Educational Resource,Education Resource / Boilerplate
202,matter-labs,zkSync era,3204,2151,Rust,2023-02-15T08:23:48Z,2025-09-30T05:50:29Z,FALSE,190228,TRUE,287,main,https://github.com/matter-labs/zksync-era.git,https://github.com/matter-labs/zksync-era,Layer 2 Protocol,Blockchain Core / Privacy Protocol
203,matter-labs,zkSync: trustless scaling and privacy engine for Ethereum,4930,2643,Rust,2019-05-29T07:37:03Z,2025-09-30T14:17:40Z,FALSE,383690,TRUE,107,master,https://github.com/matter-labs/zksync.git,https://github.com/matter-labs/zksync,Layer 2 Protocol,Blockchain Core / Privacy Protocol
204,matter-labs,The Zinc language public repository,309,37,Rust,2020-04-08T07:30:22Z,2025-09-29T05:26:53Z,TRUE,9735,TRUE,8,main,https://github.com/matter-labs/zinc.git,https://github.com/matter-labs/zinc,Programming Language,Programming Language / Compiler
205,matter-labs,Smart Contract Submodule For zkSync Era,518,387,Solidity,2023-02-15T08:04:44Z,2025-09-29T10:34:22Z,FALSE,61025,TRUE,204,main,https://github.com/matter-labs/era-contracts.git,https://github.com/matter-labs/era-contracts,Smart Contract Protocol,Smart Contract Library
206,matter-labs,In-memory node that can be used for integration testing and debugging.,326,85,Rust,2023-06-28T08:51:09Z,2025-09-02T14:10:50Z,FALSE,57505,TRUE,47,main,https://github.com/matter-labs/anvil-zksync.git,https://github.com/matter-labs/anvil-zksync,Testing Tool,Development Platform / Framework
207,matter-labs,zkSync Lite web wallet,504,330,Vue,2020-12-24T15:52:16Z,2025-09-29T16:02:23Z,FALSE,131695,FALSE,9,master,https://github.com/matter-labs/zksync-wallet-vue.git,https://github.com/matter-labs/zksync-wallet-vue,Wallet,Wallet Dapp / Library / Browser
208,matter-labs,"Boojum, the scariest SNARK implementation.",302,86,Rust,2023-07-16T20:56:12Z,2025-07-12T00:56:12Z,TRUE,1699,TRUE,12,main,https://github.com/matter-labs/era-boojum.git,https://github.com/matter-labs/era-boojum,ZK Library,ZK Library
209,MetaMask,A collection of functions for signing and verifying data with Ethereum keys.,584,236,TypeScript,2017-02-21T06:28:44Z,2025-09-20T22:25:04Z,FALSE,3385,TRUE,38,main,https://github.com/MetaMask/eth-sig-util.git,https://github.com/MetaMask/eth-sig-util,Cryptography Library,Cryptography Library
210,MetaMask,MetaMask FAQ and Guides,540,246,,2016-04-22T21:48:08Z,2025-09-29T18:47:04Z,TRUE,342,FALSE,3,master,https://github.com/MetaMask/faq.git,https://github.com/MetaMask/faq,Documentation,Documentation
211,MetaMask,Developer documentation for MetaMask,765,1475,MDX,2018-12-01T03:33:19Z,2025-10-02T02:21:55Z,FALSE,395245,TRUE,59,main,https://github.com/MetaMask/metamask-docs.git,https://github.com/MetaMask/metamask-docs,Documentation,Documentation
212,MetaMask,A mapping of ethereum contract addresses to broadly accepted icons for those addresses.,524,1240,JavaScript,2017-05-26T05:56:20Z,2025-10-01T07:12:12Z,FALSE,45755,TRUE,197,master,https://github.com/MetaMask/contract-metadata.git,https://github.com/MetaMask/contract-metadata,Metadata Repository,Metadata Repository
213,MetaMask,A JavaScript library for composing Ethereum provider objects using middleware modules,602,327,JavaScript,2015-12-09T00:32:36Z,2025-09-23T08:46:29Z,TRUE,5542,TRUE,7,main,https://github.com/MetaMask/web3-provider-engine.git,https://github.com/MetaMask/web3-provider-engine,SDK/Library,SDK / Library
214,MetaMask,Utility for detecting phishing domains targeting Web3 users,1211,1015,TypeScript,2017-08-03T01:57:18Z,2025-10-02T06:20:43Z,FALSE,36266549,TRUE,4,main,https://github.com/MetaMask/eth-phishing-detect.git,https://github.com/MetaMask/eth-phishing-detect,Security Tool,Security Tool
215,MetaMask,The sample dapp used for e2e testing and metamask-extension QA,626,364,JavaScript,2019-11-21T02:48:13Z,2025-09-16T08:41:07Z,FALSE,16473,TRUE,50,main,https://github.com/MetaMask/test-dapp.git,https://github.com/MetaMask/test-dapp,Testing Tool,Testing Tool
216,MetaMask,Mobile web browser providing access to websites that use the Ethereum blockchain,2620,1411,TypeScript,2018-07-18T11:47:08Z,2025-10-02T14:30:49Z,FALSE,1272018,TRUE,1771,main,https://github.com/MetaMask/metamask-mobile.git,https://github.com/MetaMask/metamask-mobile,Wallet,Wallet Dapp / Library / Browser
217,MetaMask,:globe_with_meridians: :electric_plug: The MetaMask browser extension enables browsing Ethereum blockchain enabled websites,12820,5313,TypeScript,2015-09-06T16:34:48Z,2025-10-02T12:33:46Z,FALSE,1071728,TRUE,2408,main,https://github.com/MetaMask/metamask-extension.git,https://github.com/MetaMask/metamask-extension,Wallet,Browser Extension
218,MetaMask,Extend the functionality of MetaMask using Snaps,788,613,TypeScript,2021-01-26T18:59:34Z,2025-10-02T10:40:34Z,FALSE,87409,TRUE,232,main,https://github.com/MetaMask/snaps.git,https://github.com/MetaMask/snaps,Wallet Extension,Wallet Dapp / Library / Browser
219,MetaMask,This monorepo is a collection of packages used across multiple MetaMask clients,352,249,TypeScript,2018-05-29T12:55:25Z,2025-10-02T11:14:09Z,FALSE,48758,TRUE,467,main,https://github.com/MetaMask/core.git,https://github.com/MetaMask/core,Wallet Library,Wallet Dapp / Library / Browser
220,miguelmota,📖 A little guide book on Ethereum Development with Go (golang),1786,428,Go,2018-05-16T09:22:56Z,2025-10-01T19:21:45Z,TRUE,10228,TRUE,8,master,https://github.com/miguelmota/ethereum-development-with-go-book.git,https://github.com/miguelmota/ethereum-development-with-go-book,Educational Resource,Education Resource / Boilerplate
221,miguelmota,Ethereum HD Wallet derivations in Go (golang),542,287,Go,2018-07-05T07:57:41Z,2025-09-29T18:47:15Z,FALSE,8312,TRUE,1,master,https://github.com/miguelmota/go-ethereum-hdwallet.git,https://github.com/miguelmota/go-ethereum-hdwallet,Wallet Library,Wallet Dapp / Library / Browser
222,MoralisWeb3,,438,1,TypeScript,2023-04-13T07:58:05Z,2025-09-27T09:12:51Z,FALSE,180,TRUE,1,main,https://github.com/MoralisWeb3/moralis-analytics-js.git,https://github.com/MoralisWeb3/moralis-analytics-js,Analytics Tool,Analytics / Monitoring Tool
223,MoralisWeb3,,635,1399,C#,2021-03-11T17:40:31Z,2025-09-08T18:04:13Z,FALSE,1337997,TRUE,28,main,https://github.com/MoralisWeb3/youtube-tutorials.git,https://github.com/MoralisWeb3/youtube-tutorials,Educational Resource,Education Resource / Boilerplate
224,MoralisWeb3,,393,593,Python,2021-03-11T16:01:38Z,2025-08-22T06:46:05Z,FALSE,67054,TRUE,27,main,https://github.com/MoralisWeb3/demo-apps.git,https://github.com/MoralisWeb3/demo-apps,Educational Resource,Education Resource / Boilerplate
225,MoralisWeb3,Moralis Official Javascript SDK,381,259,TypeScript,2021-09-17T13:01:58Z,2025-09-03T09:56:54Z,FALSE,2247217,TRUE,11,main,https://github.com/MoralisWeb3/Moralis-JS-SDK.git,https://github.com/MoralisWeb3/Moralis-JS-SDK,SDK/Library,SDK / Library
226,MoralisWeb3,Hooks and components to use Moralis in a React app,623,169,TypeScript,2021-04-19T19:19:20Z,2025-07-25T16:23:34Z,FALSE,5847,TRUE,43,main,https://github.com/MoralisWeb3/react-moralis.git,https://github.com/MoralisWeb3/react-moralis,UI Library,UI / Frontend / Library
227,near,Reference client for NEAR Protocol,2501,721,Rust,2018-10-02T22:30:39Z,2025-10-02T14:11:27Z,FALSE,217788,TRUE,333,master,https://github.com/near/nearcore.git,https://github.com/near/nearcore,Blockchain Platform,Blockchain Core / Protocol
228,near,Create a starter app hooked up to the NEAR blockchain,366,159,JavaScript,2019-10-22T22:20:13Z,2025-09-22T13:18:24Z,FALSE,9297,TRUE,3,master,https://github.com/near/create-near-app.git,https://github.com/near/create-near-app,Development Template,Smart Contract Deployment Tool
229,near,JavaScript library to interact with NEAR Protocol via RPC API,415,260,TypeScript,2019-05-04T06:33:50Z,2025-10-01T20:08:37Z,FALSE,27216,TRUE,65,master,https://github.com/near/near-api-js.git,https://github.com/near/near-api-js,SDK/Library,SDK / Library
230,near,Rust implementation of Binary Object Representation Serializer for Hashing,393,84,Rust,2020-11-25T09:11:11Z,2025-09-30T16:03:27Z,FALSE,70886,TRUE,29,master,https://github.com/near/borsh-rs.git,https://github.com/near/borsh-rs,Serialization Library,Utility Library
231,near,Binary Object Representation Serializer for Hashing,572,45,,2019-08-16T20:00:18Z,2025-09-29T22:29:06Z,FALSE,114170,TRUE,42,master,https://github.com/near/borsh.git,https://github.com/near/borsh,Serialization Library,Utility Library
232,near,"Core contracts: reference staking pool, lockup, voting, whitelist, multisig.",336,141,Rust,2020-03-23T15:41:04Z,2025-09-28T05:33:56Z,FALSE,9274,TRUE,65,master,https://github.com/near/core-contracts.git,https://github.com/near/core-contracts,Smart Contract Library,Smart Contract Library
233,near,Rust library for writing NEAR smart contracts,497,268,Rust,2019-06-07T22:08:29Z,2025-09-11T21:10:09Z,FALSE,27479,TRUE,131,master,https://github.com/near/near-sdk-rs.git,https://github.com/near/near-sdk-rs,Smart Contract SDK,SDK / Library
234,neo-project,NEO Smart Economy,3529,1042,C#,2015-05-31T17:02:33Z,2025-09-29T09:54:45Z,FALSE,17756,TRUE,238,master,https://github.com/neo-project/neo.git,https://github.com/neo-project/neo,Blockchain Platform,Blockchain Core / Protocol
235,NomicFoundation,"Hardhat is a development environment to compile, deploy, test, and debug your Ethereum software. ",8172,1628,TypeScript,2018-04-14T22:20:59Z,2025-10-02T09:18:00Z,FALSE,206980,TRUE,610,main,https://github.com/NomicFoundation/hardhat.git,https://github.com/NomicFoundation/hardhat,Development Framework,Development Platform / Framework
236,NomicFoundation,,1151,572,JavaScript,2020-04-13T16:12:28Z,2025-09-20T21:00:37Z,FALSE,3255,TRUE,27,master,https://github.com/NomicFoundation/hardhat-boilerplate.git,https://github.com/NomicFoundation/hardhat-boilerplate,Development Template,Education Resource / Boilerplate
237,NomicFoundation,Truffle Flattener concats solidity files from Truffle and Buidler projects with all of their dependencies,370,93,JavaScript,2017-10-25T20:25:10Z,2025-09-23T08:46:50Z,FALSE,341,TRUE,4,master,https://github.com/NomicFoundation/truffle-flattener.git,https://github.com/NomicFoundation/truffle-flattener,Development Tool,Smart Contract Deployment Tool
238,openethereum,"The fast, light, and robust client for Ethereum-like networks.",6845,1714,Rust,2015-11-23T11:07:32Z,2025-10-01T19:21:05Z,TRUE,80203,TRUE,161,v2.7.2-stable,https://github.com/openethereum/parity-ethereum.git,https://github.com/openethereum/parity-ethereum,Blockchain Client,Blockchain Core / Protocol
239,openethereum,"(deprecated) The fast, light, and robust client for the Ethereum mainnet. ",1642,363,Rust,2020-07-30T20:43:47Z,2025-09-30T09:34:48Z,TRUE,56789,TRUE,155,main,https://github.com/openethereum/openethereum.git,https://github.com/openethereum/openethereum,Blockchain Client,Blockchain Core / Protocol
240,OpenZeppelin,A JavaScript library to generate merkle trees and merkle proofs.,503,116,TypeScript,2022-10-24T17:08:31Z,2025-09-29T18:27:13Z,FALSE,173,TRUE,7,master,https://github.com/OpenZeppelin/merkle-tree.git,https://github.com/OpenZeppelin/merkle-tree,Cryptography Library,Cryptography Library
241,OpenZeppelin,OpenZeppelin SDK repository for CLI and upgrades.js. No longer actively developed.,446,198,JavaScript,2018-08-01T18:53:24Z,2025-08-19T04:13:32Z,TRUE,18392,TRUE,267,master,https://github.com/OpenZeppelin/openzeppelin-sdk.git,https://github.com/OpenZeppelin/openzeppelin-sdk,Development Tool,SDK / Library
242,OpenZeppelin,CLI tool to develop StarkNet projects written in Cairo,318,71,Python,2021-09-19T22:05:19Z,2025-08-17T20:13:53Z,TRUE,1043,TRUE,60,main,https://github.com/OpenZeppelin/nile.git,https://github.com/OpenZeppelin/nile,Development Tool,Development Platform / Framework
243,OpenZeppelin,Plugins for Hardhat and Foundry to deploy and manage upgradeable contracts on Ethereum.,647,287,TypeScript,2020-06-19T20:03:11Z,2025-09-26T10:20:47Z,FALSE,6239,TRUE,117,master,https://github.com/OpenZeppelin/openzeppelin-upgrades.git,https://github.com/OpenZeppelin/openzeppelin-upgrades,Development Tool,Smart Contract Library
244,OpenZeppelin,Documentation generator for Solidity projects,462,119,TypeScript,2018-01-08T01:13:23Z,2025-09-25T13:24:38Z,FALSE,3859,TRUE,42,master,https://github.com/OpenZeppelin/solidity-docgen.git,https://github.com/OpenZeppelin/solidity-docgen,Documentation Tool,Documentation
245,OpenZeppelin,Code and slides for OpenZeppelin Workshops,434,270,JavaScript,2021-02-17T22:44:04Z,2025-09-10T18:03:10Z,FALSE,41631,TRUE,17,master,https://github.com/OpenZeppelin/workshops.git,https://github.com/OpenZeppelin/workshops,Educational Resource,Education Resource / Boilerplate
246,OpenZeppelin,A space for the community to interact and exchange ideas on the OpenZeppelin platform. Do not use in production!,376,115,JavaScript,2017-11-24T18:05:41Z,2025-08-28T13:44:59Z,FALSE,928,TRUE,26,master,https://github.com/OpenZeppelin/openzeppelin-labs.git,https://github.com/OpenZeppelin/openzeppelin-labs,Educational Resource,Research
247,OpenZeppelin,Web3/Solidity based wargame,2211,755,Solidity,2017-11-16T17:31:13Z,2025-10-02T13:38:37Z,FALSE,26671,TRUE,56,master,https://github.com/OpenZeppelin/ethernaut.git,https://github.com/OpenZeppelin/ethernaut,Educational Resource,Education Resource / Boilerplate
248,OpenZeppelin,,729,1386,Solidity,2020-09-22T00:15:06Z,2025-09-26T09:39:47Z,FALSE,293,TRUE,5,master,https://github.com/OpenZeppelin/damn-vulnerable-defi.git,https://github.com/OpenZeppelin/damn-vulnerable-defi,Educational Resource,Education Resource / Boilerplate
249,OpenZeppelin,Blockchain educational resources curated by the OpenZeppelin team,776,153,,2018-11-12T17:43:26Z,2025-09-30T00:33:09Z,FALSE,53,TRUE,4,master,https://github.com/OpenZeppelin/awesome-openzeppelin.git,https://github.com/OpenZeppelin/awesome-openzeppelin,Educational Resource,Education Resource / Boilerplate
250,OpenZeppelin,"Upgradeable variant of OpenZeppelin Contracts, meant for use in upgradeable contracts. ",1107,480,JavaScript,2018-07-20T20:22:39Z,2025-10-02T07:06:24Z,FALSE,31787,TRUE,12,master,https://github.com/OpenZeppelin/openzeppelin-contracts-upgradeable.git,https://github.com/OpenZeppelin/openzeppelin-contracts-upgradeable,Smart Contract Library,Smart Contract Library
251,OpenZeppelin,OpenZeppelin Contracts is a library for secure smart contract development.,26542,12217,Solidity,2016-08-01T20:54:54Z,2025-10-02T07:41:36Z,FALSE,50156,TRUE,294,master,https://github.com/OpenZeppelin/openzeppelin-contracts.git,https://github.com/OpenZeppelin/openzeppelin-contracts,Smart Contract Library,Smart Contract Library
252,OpenZeppelin,"OpenZeppelin Contracts written in Cairo for Starknet, a decentralized ZK Rollup",888,390,Rust,2021-08-18T23:00:24Z,2025-10-02T12:09:18Z,FALSE,6373,TRUE,50,main,https://github.com/OpenZeppelin/cairo-contracts.git,https://github.com/OpenZeppelin/cairo-contracts,Smart Contract Library,Smart Contract Library
253,OpenZeppelin,Assertion library for Ethereum smart contract testing,415,132,JavaScript,2018-11-30T13:57:15Z,2025-08-22T06:45:54Z,FALSE,1342,TRUE,42,master,https://github.com/OpenZeppelin/openzeppelin-test-helpers.git,https://github.com/OpenZeppelin/openzeppelin-test-helpers,Testing Library,Testing Tool
254,paradigmxyz,Graph-based LLM power tool for exploring many completions in parallel.,853,122,TypeScript,2023-03-28T16:20:29Z,2025-09-25T04:23:40Z,FALSE,606,TRUE,25,main,https://github.com/paradigmxyz/flux.git,https://github.com/paradigmxyz/flux,AI Tool,AI Tool
255,paradigmxyz,"Modular, contributor-friendly and blazing-fast implementation of the Ethereum protocol, in Rust",5026,1900,Rust,2022-09-15T23:05:57Z,2025-10-02T12:54:03Z,FALSE,123917,TRUE,317,main,https://github.com/paradigmxyz/reth.git,https://github.com/paradigmxyz/reth,Blockchain Client,Blockchain Core / Protocol
256,paradigmxyz,"Blazingly fast, modular and contributor friendly Solidity compiler, written in Rust",462,60,Rust,2023-04-21T18:39:28Z,2025-10-01T22:07:37Z,FALSE,11159,TRUE,31,main,https://github.com/paradigmxyz/solar.git,https://github.com/paradigmxyz/solar,Compiler,Programming Language / Compiler
257,paradigmxyz,a collection of open source crypto datasets for researchers and tool builders,321,19,Python,2023-03-17T16:23:22Z,2025-09-30T09:52:57Z,FALSE,158,TRUE,6,main,https://github.com/paradigmxyz/paradigm-data-portal.git,https://github.com/paradigmxyz/paradigm-data-portal,Data Resource,Research
258,paradigmxyz,"cryo is the easiest way to extract blockchain data to parquet, csv, json, or python dataframes",1446,164,Rust,2023-06-27T00:11:53Z,2025-10-02T10:54:33Z,FALSE,1181,TRUE,65,main,https://github.com/paradigmxyz/cryo.git,https://github.com/paradigmxyz/cryo,Data Tool,Low-level Analysis Tool / Decoder
259,paradigmxyz,Developer Wallet & DevTools for Anvil,897,80,TypeScript,2023-08-22T21:26:24Z,2025-10-01T10:38:11Z,FALSE,27295,TRUE,14,main,https://github.com/paradigmxyz/rivet.git,https://github.com/paradigmxyz/rivet,Development Tool,Wallet Dapp / Library / Browser
260,paradigmxyz,"A simple, modular, and fast framework for writing MEV bots in Rust.",2806,550,Rust,2023-04-25T20:47:17Z,2025-10-02T12:52:31Z,FALSE,2464,TRUE,35,main,https://github.com/paradigmxyz/artemis.git,https://github.com/paradigmxyz/artemis,MEV Tool,Development Platform / Framework
261,paradigmxyz,flood is a load testing tool for benchmarking EVM nodes over RPC,357,54,Python,2023-05-06T07:45:01Z,2025-09-28T06:31:36Z,FALSE,3261,TRUE,17,main,https://github.com/paradigmxyz/flood.git,https://github.com/paradigmxyz/flood,Testing Tool,Testing Tool
262,paritytech,Alternative client for Substrate-based chains.,316,74,Rust,2020-02-20T12:59:43Z,2025-09-17T23:43:21Z,FALSE,108294,TRUE,138,main,https://github.com/paritytech/smoldot.git,https://github.com/paritytech/smoldot,Blockchain Client,Blockchain Core / Protocol
263,paritytech,The Parity Bitcoin client,729,217,Rust,2016-08-15T09:30:15Z,2025-09-30T19:37:20Z,FALSE,18089,TRUE,54,master,https://github.com/paritytech/parity-bitcoin.git,https://github.com/paritytech/parity-bitcoin,Blockchain Client,Blockchain Core / Protocol
264,paritytech,Substrate: The platform for blockchain innovators,8417,2662,Rust,2017-11-07T18:08:53Z,2025-09-29T22:41:16Z,TRUE,272000,TRUE,628,master,https://github.com/paritytech/substrate.git,https://github.com/paritytech/substrate,Blockchain Framework,Blockchain Core / Protocol
265,paritytech,Write Parachains on Substrate,620,376,Rust,2019-01-15T19:35:33Z,2025-08-26T19:38:18Z,TRUE,74468,TRUE,207,master,https://github.com/paritytech/cumulus.git,https://github.com/paritytech/cumulus,Blockchain Framework,Development Platform / Framework
266,paritytech,Polkadot Node Implementation,7150,1567,Rust,2018-08-09T10:57:23Z,2025-10-02T05:42:59Z,TRUE,193724,TRUE,223,master,https://github.com/paritytech/polkadot.git,https://github.com/paritytech/polkadot,Blockchain Platform,Blockchain Core / Protocol
267,paritytech,The Parity Polkadot Blockchain SDK,2460,1014,Rust,2023-08-04T08:33:14Z,2025-10-02T10:05:30Z,FALSE,795993,TRUE,2140,master,https://github.com/paritytech/polkadot-sdk.git,https://github.com/paritytech/polkadot-sdk,Blockchain SDK,SDK / Library
268,paritytech,,319,81,Rust,2017-08-13T17:38:20Z,2025-08-14T07:29:44Z,TRUE,1479,TRUE,18,master,https://github.com/paritytech/parity-bridge.git,https://github.com/paritytech/parity-bridge,Bridge Protocol,Bridge Protocol
269,paritytech,Shamir's Secret Sharing for people with friends,324,57,TypeScript,2018-11-18T16:23:52Z,2025-10-01T14:58:20Z,FALSE,4036,TRUE,23,master,https://github.com/paritytech/banana_split.git,https://github.com/paritytech/banana_split,Cryptography Tool,Cryptography Library
270,paritytech,Simple CLI tool to launch a local Polkadot test network,461,94,TypeScript,2020-09-03T10:47:14Z,2025-08-29T23:43:03Z,FALSE,255760,TRUE,43,master,https://github.com/paritytech/polkadot-launch.git,https://github.com/paritytech/polkadot-launch,Development Tool,Development Platform / Framework
271,paritytech,Collection of crates used in Parity projects,302,240,Rust,2018-06-29T08:45:55Z,2025-09-22T06:28:31Z,FALSE,2941,TRUE,52,master,https://github.com/paritytech/parity-common.git,https://github.com/paritytech/parity-common,Library Collection,Utility Library
272,paritytech,Polkadot Telemetry service,329,221,Rust,2018-06-18T16:36:28Z,2025-09-04T01:25:37Z,FALSE,98595,TRUE,63,master,https://github.com/paritytech/substrate-telemetry.git,https://github.com/paritytech/substrate-telemetry,Monitoring Tool,Analytics / Monitoring Tool
273,paritytech,Rust JSON-RPC library on top of async/await,792,204,Rust,2019-09-02T12:36:28Z,2025-09-25T22:21:17Z,FALSE,50565,TRUE,70,master,https://github.com/paritytech/jsonrpsee.git,https://github.com/paritytech/jsonrpsee,RPC Library,SDK / Library
274,paritytech,Rust JSON-RPC implementation,816,271,Rust,2016-11-21T15:32:15Z,2025-09-17T12:42:22Z,FALSE,3338,TRUE,86,master,https://github.com/paritytech/jsonrpc.git,https://github.com/paritytech/jsonrpc,RPC Library,SDK / Library
275,paritytech,Interact with Substrate based nodes in Rust or WebAssembly,467,271,Rust,2019-08-05T09:55:57Z,2025-09-26T09:43:49Z,FALSE,525981,TRUE,84,master,https://github.com/paritytech/subxt.git,https://github.com/paritytech/subxt,SDK/Library,SDK / Library
276,paritytech,A fast and secure RISC-V based virtual machine,393,74,Rust,2023-08-30T14:47:15Z,2025-10-01T23:53:10Z,FALSE,83467,TRUE,61,master,https://github.com/paritytech/polkavm.git,https://github.com/paritytech/polkavm,Virtual Machine,Blockchain Core / Protocol
277,paulrberg,Foundry-based template for developing Solidity smart contracts,622,121,Solidity,2022-06-30T11:30:17Z,2025-10-02T11:10:15Z,FALSE,2584,TRUE,5,main,https://github.com/PaulRBerg/foundry-template.git,https://github.com/PaulRBerg/foundry-template,Development Template,Education Resource / Boilerplate
278,paulrberg,Hardhat-based template for developing Solidity smart contracts,1976,570,TypeScript,2020-07-06T22:23:42Z,2025-09-25T03:50:31Z,FALSE,8970,TRUE,2,main,https://github.com/PaulRBerg/hardhat-template.git,https://github.com/PaulRBerg/hardhat-template,Development Template,Education Resource / Boilerplate
279,paulrberg,Solidity library for advanced fixed-point math,965,140,Solidity,2021-03-24T15:19:27Z,2025-10-01T08:32:37Z,FALSE,10390,TRUE,25,main,https://github.com/PaulRBerg/prb-math.git,https://github.com/PaulRBerg/prb-math,Smart Contract Library,Smart Contract Library
280,pcaversaccio,Hardhat plugin to deploy your smart contracts across multiple EVM chains with the same deterministic address.,445,43,Solidity,2021-10-20T20:51:21Z,2025-10-01T12:56:39Z,FALSE,2420,TRUE,1,main,https://github.com/pcaversaccio/xdeployer.git,https://github.com/pcaversaccio/xdeployer,Development Tool,Smart Contract Deployment Tool
281,pcaversaccio,"State-of-the-art, highly opinionated, hyper-optimised, and secure 🐍Vyper smart contract building blocks.",561,72,Solidity,2022-07-30T13:28:30Z,2025-10-01T17:10:26Z,FALSE,3582,TRUE,4,main,https://github.com/pcaversaccio/snekmate.git,https://github.com/pcaversaccio/snekmate,Smart Contract Library,Smart Contract Library
282,pipermerriam,Date-Time utilities for ethereum contracts.,383,140,Python,2015-10-06T16:10:30Z,2025-09-29T19:55:16Z,FALSE,30,TRUE,11,master,https://github.com/pipermerriam/ethereum-datetime.git,https://github.com/pipermerriam/ethereum-datetime,Smart Contract Library,Smart Contract Library
283,ProjectOpenSea,Seaport is a marketplace protocol for safely and efficiently buying and selling NFTs.,2219,627,Solidity,2022-01-20T17:56:24Z,2025-09-30T15:13:38Z,FALSE,48944,TRUE,6,main,https://github.com/ProjectOpenSea/seaport.git,https://github.com/ProjectOpenSea/seaport,NFT Protocol,NFT Protocol / Tool
284,ProjectOpenSea,TypeScript SDK for the OpenSea marketplace,2324,989,TypeScript,2018-07-19T23:03:52Z,2025-09-30T04:01:02Z,FALSE,47855,TRUE,7,main,https://github.com/ProjectOpenSea/opensea-js.git,https://github.com/ProjectOpenSea/opensea-js,SDK/Library,SDK / Library
285,ProjectOpenSea,"Example semi-fungible collectible, to demonstrate OpenSea integration for an ERC-1155 contract",604,280,JavaScript,2019-09-11T04:34:42Z,2025-09-16T11:10:56Z,TRUE,2570,TRUE,48,master,https://github.com/ProjectOpenSea/opensea-erc1155.git,https://github.com/ProjectOpenSea/opensea-erc1155,Smart Contract Example,NFT Protocol / Tool
286,ProjectOpenSea,"Example non-fungible collectible, to demonstrate OpenSea integration",1151,773,JavaScript,2018-03-06T23:09:06Z,2025-09-01T06:44:31Z,TRUE,6387,TRUE,84,master,https://github.com/ProjectOpenSea/opensea-creatures.git,https://github.com/ProjectOpenSea/opensea-creatures,Smart Contract Example,NFT Protocol / Tool
287,ProjectOpenSea,Smart contracts for primary drops on EVM chains,304,144,Solidity,2022-07-28T01:36:16Z,2025-08-18T10:53:49Z,FALSE,8608,TRUE,4,main,https://github.com/ProjectOpenSea/seadrop.git,https://github.com/ProjectOpenSea/seadrop,Smart Contract Protocol,NFT Protocol / Tool
288,ProjectOpenSea,,308,86,Solidity,2022-11-04T03:40:59Z,2025-09-29T18:27:08Z,TRUE,630,TRUE,23,main,https://github.com/ProjectOpenSea/operator-filter-registry.git,https://github.com/ProjectOpenSea/operator-filter-registry,Smart Contract Tool,NFT Protocol / Tool
289,ProjectOpenSea,Easily embed OpenSea listings in your website!,330,139,TypeScript,2020-01-14T23:16:20Z,2025-08-27T13:20:43Z,TRUE,6030,TRUE,38,master,https://github.com/ProjectOpenSea/embeddable-nfts.git,https://github.com/ProjectOpenSea/embeddable-nfts,UI Tool,UI / Frontend / Library
290,protofire,Solhint is an open-source project to provide a linting utility for Solidity code.,1098,196,JavaScript,2017-10-16T11:48:44Z,2025-09-28T12:15:28Z,FALSE,3569,TRUE,12,develop,https://github.com/protofire/solhint.git,https://github.com/protofire/solhint,Development Tool,Security Tool
291,protofire,A suggested learning path for blockchain development,2656,514,,2017-09-21T15:31:03Z,2025-09-30T01:17:14Z,FALSE,89,TRUE,3,master,https://github.com/protofire/blockchain-learning-path.git,https://github.com/protofire/blockchain-learning-path,Educational Resource,Education Resource / Boilerplate
